account_number,transaction_time,amount,items,location,merchant,notes,status,tags,transaction_id,user_id
1234123412341240,2017-08-29 18:27:42.186+0000,687.58,,Orlando,Amazon,Shopping,,"{'Home', 'Shopping'}",cac29f49-71b6-40be-b0b3-d4402664080a,banderson
1234123412341240,2017-08-29 12:45:07.318+0000,1904.70,,Orlando,Amazon,Shopping,,"{'Home', 'Shopping'}",b0183848-909b-4c22-9b6d-2557bc636482,banderson
1234123412341240,2017-08-29 10:05:37.147+0000,1519.37,,Orlando,Amazon,Shopping,,"{'Home', 'Shopping'}",6a4cc3f8-0a3e-4d10-8969-d9836adca5ad,banderson
1234123412341240,2017-08-28 13:58:35.471+0000,218.16,,Orlando,Target,Shopping,,"{'Home', 'Shopping'}",21d215aa-4302-4a77-8f20-8172ce213c09,banderson
1234123412341240,2017-08-28 06:31:34.204+0000,1226.53,,West Palm Beach,Target,Shopping,,"{'Home', 'Shopping'}",c584e6d7-f7f2-47c8-9c95-4b877a45b634,banderson
1234123412341240,2017-08-27 20:13:38.453+0000,2559.60,,West Palm Beach,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",f3306b18-5115-4721-a39b-63f4d8adcbf3,banderson
1234123412341240,2017-08-27 13:26:10.045+0000,1810.84,,West Palm Beach,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",eff2a469-3230-4600-b151-b12f2d385e4d,banderson
1234123412341240,2017-08-27 11:30:23.960+0000,1891.35,,Tampa,Target,Shopping,,"{'Home', 'Shopping'}",85788ee3-18fc-4a13-ac6a-99c38fa6ed61,banderson
1234123412341240,2017-08-26 04:47:39.854+0000,2583.60,,Dallas,Macys,Shopping,,"{'Home', 'Shopping'}",2d52b62d-b1c6-44ae-81d0-41ecf90db5ac,banderson
1234123412341240,2017-08-22 22:27:34.250+0000,1131.45,,Dallas,Target,Shopping,CANCELLED,"{'Home', 'Shopping'}",74630cca-6182-4f74-b6b7-4349428c4146,banderson
1234123412341240,2017-08-22 16:58:16.025+0000,2052.22,,Atlanta,Amazon,Shopping,,"{'Home', 'Shopping'}",da546331-6518-4b66-ae09-5f44858d3d7d,banderson
1234123412341240,2017-08-22 02:40:50.257+0000,2118.25,,Dallas,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",679fd99a-2a39-4f8a-a3f9-677ae923037e,banderson
1234123412341240,2017-08-21 21:50:50.230+0000,1243.00,,Tampa,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",e86bc81b-bd1e-4c6d-85aa-0f46a64280ef,banderson
1234123412341240,2017-08-20 15:43:32.381+0000,1232.81,,Dallas,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",7552d86a-e22a-432e-9407-d52aa05411f8,banderson
1234123412341240,2017-08-20 04:04:15.795+0000,1046.21,,Dallas,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",b692396e-ef3e-46e4-9bf9-60aede95784d,banderson
1234123412341240,2017-08-19 18:12:23.360+0000,1496.91,,West Palm Beach,Starbucks,Shopping,,"{'Home', 'Shopping'}",ba40f512-ad5f-49e0-8937-208e268d1c55,banderson
1234123412341240,2017-08-19 15:43:13.805+0000,1949.81,,West Palm Beach,Starbucks,Shopping,,"{'Home', 'Shopping'}",5170ef60-bd1d-42f7-9e1c-1282458ecf13,banderson
1234123412341240,2017-08-19 04:49:17.662+0000,1714.11,,Tampa,Target,Shopping,,"{'Home', 'Shopping'}",b108f38a-d408-43bd-b7fb-088c313d1530,banderson
1234123412341240,2017-08-19 00:50:04.098+0000,2034.42,,West Palm Beach,Starbucks,Shopping,,"{'Home', 'Shopping'}",fe9def72-159e-4c34-ac00-8295a3b6dd8e,banderson
1234123412341240,2017-08-18 20:44:58.332+0000,2819.89,,Orlando,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",65f80112-82c3-4d1d-babe-6c55902bea4b,banderson
1234123412341240,2017-08-18 02:14:24.125+0000,904.18,,Tampa,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",14862650-0234-4dbf-b428-17b00539dba6,banderson
1234123412341240,2017-08-17 15:48:06.076+0000,1735.63,,West Palm Beach,Macys,Shopping,,"{'Home', 'Shopping'}",e9bfd035-4079-4753-a83b-5122722e497f,banderson
1234123412341240,2017-08-17 12:13:25.983+0000,2068.46,,Tampa,Kroger,Shopping,,"{'Home', 'Shopping'}",4d4090f3-b95e-41f7-83b3-4a6f662ffb8f,banderson
1234123412341240,2017-08-16 12:19:37.403+0000,1012.26,,West Palm Beach,Target,Shopping,,"{'Home', 'Shopping'}",e9c84974-c206-4e71-8e19-10bae4c6546f,banderson
1234123412341240,2017-08-16 00:49:58.169+0000,2679.32,,Birmingham,Target,Shopping,,"{'Home', 'Shopping'}",bcb90ba0-9476-4bfe-abaa-43f70211e4f4,banderson
1234123412341240,2017-08-15 16:22:28.897+0000,570.29,,Orlando,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",2040d9c3-35b1-4874-817d-56fd0da2eacc,banderson
1234123412341240,2017-08-15 10:15:25.434+0000,668.99,,West Palm Beach,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",4f4aa9a5-0122-4022-936a-e2af69279ec7,banderson
1234123412341240,2017-08-14 23:44:34.623+0000,2783.96,,Dallas,Target,Shopping,,"{'Home', 'Shopping'}",d0298664-e417-4a8f-8340-bbb02adff266,banderson
1234123412341240,2017-08-14 22:33:04.097+0000,4.15,,Birmingham,Macys,Shopping,,"{'Home', 'Shopping'}",2d0cea18-d4c9-484c-b591-aebad547d86f,banderson
1234123412341240,2017-08-14 13:07:26.952+0000,638.26,,Orlando,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",a096efa8-1644-4b53-9f5b-d1dd03d0b7f0,banderson
1234123412341240,2017-08-13 16:26:55.370+0000,1837.78,,Orlando,Kroger,Shopping,,"{'Home', 'Shopping'}",6f61ad8b-85e7-41de-9beb-f67986003890,banderson
1234123412341240,2017-08-13 12:50:29.386+0000,971.89,,Orlando,Kroger,Shopping,,"{'Home', 'Shopping'}",22063f60-caba-44d7-8ee1-c35842b21d4e,banderson
1234123412341240,2017-08-13 12:47:59.217+0000,842.16,,Tampa,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",43c3ef93-1843-4393-b5fb-2409f01b864e,banderson
1234123412341240,2017-08-13 12:31:28.661+0000,615.21,,Orlando,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",1f3f014f-3f44-41f8-9ee7-4429730d104b,banderson
1234123412341240,2017-08-13 03:19:17.727+0000,1233.93,,Tampa,Kroger,Shopping,,"{'Home', 'Shopping'}",386360d9-b172-4d8f-851a-cb7e2c65ead9,banderson
1234123412341240,2017-08-13 01:26:33.910+0000,626.38,,Tampa,Kroger,Shopping,,"{'Home', 'Shopping'}",ba3d7f04-4862-4d21-a082-95e9e8cea1e3,banderson
1234123412341240,2017-08-12 11:13:50.649+0000,2924.04,,West Palm Beach,Amazon,Shopping,,"{'Home', 'Shopping'}",47a67364-015c-4b94-bca7-78b9fad173c5,banderson
1234123412341240,2017-08-11 12:29:59.486+0000,1415.88,,Birmingham,Macys,Shopping,,"{'Home', 'Shopping'}",3f9ea286-b974-412e-8037-e67e1bdd80b2,banderson
1234123412341240,2017-08-11 02:05:31.349+0000,2419.17,,Dallas,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",faf26ed9-75d8-4d50-8c3f-c8c09bda4d62,banderson
1234123412341240,2017-08-09 19:54:28.572+0000,181.71,,West Palm Beach,Macys,Shopping,,"{'Home', 'Shopping'}",2a4f62aa-a09e-4164-8754-b4989556382d,banderson
1234123412341240,2017-08-09 17:23:41.818+0000,908.64,,Birmingham,Amazon,Shopping,,"{'Home', 'Shopping'}",46997e22-82dc-466a-b2ba-823730958eda,banderson
1234123412341240,2017-08-09 09:29:39.755+0000,3476.24,,Orlando,Starbucks,Shopping,,"{'Home', 'Shopping'}",75ace066-dc94-4630-b3f0-d136e45ccc1b,banderson
1234123412341240,2017-08-08 22:12:55.181+0000,907.93,,Tampa,Starbucks,Shopping,,"{'Home', 'Shopping'}",1db41969-b1e9-401e-a6d7-a551509330dc,banderson
1234123412341240,2017-08-08 18:31:23.140+0000,438.64,,West Palm Beach,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",db9fb6a3-7288-4c93-8faa-e4cdb77ab1d0,banderson
1234123412341240,2017-08-08 14:49:01.535+0000,476.09,,Birmingham,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",c19a7ed8-d80f-42ce-8d38-16c87ee92796,banderson
1234123412341240,2017-08-08 14:15:25.760+0000,2348.51,,Atlanta,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",33082bb5-f8ef-4cbe-80b0-190e836df7dd,banderson
1234123412341240,2017-08-07 23:18:58.286+0000,1762.88,,Atlanta,Amazon,Shopping,,"{'Home', 'Shopping'}",f8b2b1d1-b9ee-4fd2-8d6c-e9099923883b,banderson
1234123412341240,2017-08-07 21:21:54.894+0000,112.53,,Atlanta,Starbucks,Shopping,,"{'Home', 'Shopping'}",1f72a486-b8b4-4bfb-9654-524cd2201e34,banderson
1234123412341240,2017-08-07 20:00:10.994+0000,1376.21,,Dallas,Target,Shopping,,"{'Home', 'Shopping'}",92396377-7200-47b4-9297-b90607a4d438,banderson
1234123412341240,2017-08-07 16:04:36.222+0000,383.24,,Birmingham,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",569592cf-91ec-4ade-bad9-57695f38ea82,banderson
1234123412341240,2017-08-07 09:13:37.257+0000,928.62,,Birmingham,Target,Shopping,,"{'Home', 'Shopping'}",14420812-c1e9-4e75-9209-766cf554d365,banderson
1234123412341240,2017-08-06 19:12:41.688+0000,1200.69,,Tampa,Macys,Shopping,,"{'Home', 'Shopping'}",743ad661-f17b-4a26-8cf1-7d48704ea213,banderson
1234123412341240,2017-08-06 14:49:23.436+0000,2891.67,,Orlando,Starbucks,Shopping,,"{'Home', 'Shopping'}",178495ee-eac4-457c-b982-7d6d5ad71349,banderson
1234123412341240,2017-08-04 08:08:29.970+0000,1587.44,,West Palm Beach,Kroger,Shopping,,"{'Home', 'Shopping'}",975b4c2d-abdb-48a4-8e22-b7a71b2f8c73,banderson
1234123412341240,2017-08-03 20:54:13.900+0000,2053.73,,Dallas,Macys,Shopping,,"{'Home', 'Shopping'}",0c38adf0-d507-496d-adaf-8a9c1d0fa121,banderson
1234123412341240,2017-08-02 23:15:03.694+0000,1648.63,,Dallas,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",e38977ad-c982-4e6f-9a0f-c4348be49b87,banderson
1234123412341240,2017-08-02 03:43:51.689+0000,785.58,,Birmingham,Target,Shopping,,"{'Home', 'Shopping'}",6fbe620e-703d-4c81-9d76-a199e4408be4,banderson
1234123412341240,2017-08-01 23:03:30.137+0000,173.81,,West Palm Beach,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",3919cd1e-4fc9-4260-aafd-a9ea62bb612a,banderson
1234123412341240,2017-08-01 04:16:43.121+0000,1827.17,,Atlanta,Amazon,Shopping,,"{'Home', 'Shopping'}",59ccc679-4d17-44e1-8c48-b90978a22fec,banderson
1234123412341240,2017-08-01 02:37:12.422+0000,229.83,,Tampa,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",b77508aa-f30e-4778-aba1-4b44136c857b,banderson
1234123412341240,2017-07-31 15:16:40.650+0000,1976.71,,Atlanta,Kroger,Shopping,,"{'Home', 'Shopping'}",88dbb479-9208-4869-b773-1f9bfdcee2a4,banderson
1234123412341240,2017-07-29 06:49:35.738+0000,486.68,,West Palm Beach,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",ad215d85-5362-466b-bed8-3807495f334b,banderson
1234123412341240,2017-07-29 00:19:22.998+0000,1684.94,,Tampa,Target,Shopping,,"{'Home', 'Shopping'}",ea0a4f6d-b4df-4e6c-aa78-ae02eb359a8c,banderson
1234123412341240,2017-07-26 12:03:03.726+0000,2028.62,,Dallas,Target,Shopping,,"{'Home', 'Shopping'}",acfcce03-d434-44f6-a96c-0d81e96cb0fd,banderson
1234123412341240,2017-07-26 06:20:52.761+0000,3337.58,,Orlando,Amazon,Shopping,,"{'Home', 'Shopping'}",0d0f4261-c493-455e-bc80-6b084e8e7cc5,banderson
1234123412341240,2017-07-26 05:25:20.990+0000,786.17,,Atlanta,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",c642df80-d917-4898-9eb7-a5e7cea6b812,banderson
1234123412341240,2017-07-25 19:17:26.394+0000,2089.68,,Atlanta,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",6a95f547-75f2-4d55-8625-ba2f0d33ef97,banderson
1234123412341240,2017-07-25 16:58:05.010+0000,1676.01,,Tampa,Macys,Shopping,,"{'Home', 'Shopping'}",0e327a55-f6c3-43b0-872f-74045602ed0c,banderson
1234123412341240,2017-07-25 16:18:48.199+0000,1037.17,,Tampa,Starbucks,Shopping,,"{'Home', 'Shopping'}",25a89f7d-9cef-41f8-b495-e177d2664ced,banderson
1234123412341240,2017-07-25 11:55:27.943+0000,2245.74,,Orlando,Target,Shopping,,"{'Home', 'Shopping'}",6b405aa6-c7ac-4fd4-aee1-bda0fe1f6f04,banderson
1234123412341240,2017-07-25 02:49:43.666+0000,279.91,,Tampa,Macys,Shopping,,"{'Home', 'Shopping'}",9313a04b-d58a-46df-a860-97d73ce255a5,banderson
1234123412341240,2017-07-25 00:16:32.260+0000,1154.42,,Orlando,Wal-Mart,Shopping,FAILED,"{'Home', 'Shopping'}",ae0ffc4c-c15d-4866-bb3b-261a14946e05,banderson
1234123412341240,2017-07-24 21:58:00.610+0000,398.10,,Tampa,Amazon,Shopping,,"{'Home', 'Shopping'}",20d19164-4d62-48cf-ad89-6e428e535310,banderson
1234123412341240,2017-07-23 11:14:45.843+0000,865.51,,Dallas,Macys,Shopping,,"{'Home', 'Shopping'}",533c70e7-e5d9-49fd-b02f-c77f582183e6,banderson
1234123412341240,2017-07-23 07:25:13.365+0000,918.48,,Birmingham,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",0c410595-2506-41e9-b0fe-8e81184747ae,banderson
1234123412341240,2017-07-22 20:22:47.321+0000,2766.17,,Orlando,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",01b9c803-2fc6-46b9-bc73-15b9870dde88,banderson
1234123412341240,2017-07-22 16:01:51.720+0000,2018.87,,Dallas,Amazon,Shopping,,"{'Home', 'Shopping'}",cff24f4d-9d17-4e39-996a-05d253652fe6,banderson
1234123412341240,2017-07-22 10:48:15.566+0000,2422.11,,Orlando,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",3eccab18-09f2-451a-aab6-882283a5b7c5,banderson
1234123412341240,2017-07-22 06:43:26.731+0000,1443.81,,Atlanta,Amazon,Shopping,,"{'Home', 'Shopping'}",586ffbe2-f3d7-4883-be93-721ac84e4195,banderson
1234123412341240,2017-07-22 01:25:47.991+0000,1034.88,,Birmingham,Kroger,Shopping,,"{'Home', 'Shopping'}",45d3f2d9-0869-43b2-b51b-8f770814e530,banderson
1234123412341240,2017-07-20 14:37:25.499+0000,2249.21,,Tampa,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",b81ebb36-e900-4259-b628-7c159b1fa44e,banderson
1234123412341240,2017-07-20 08:34:49.762+0000,1772.76,,Dallas,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",da3e04e0-8203-4ea0-b22a-531720a49e3e,banderson
1234123412341240,2017-07-20 02:45:31.352+0000,1426.68,,Birmingham,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",62084f3e-1658-4ce2-a670-57816dbc4cdc,banderson
1234123412341240,2017-07-20 02:03:35.648+0000,579.66,,Atlanta,Target,Shopping,,"{'Home', 'Shopping'}",36b51fae-cd8a-42fe-8638-60b49aea157c,banderson
1234123412341240,2017-07-19 21:21:40.426+0000,707.93,,Dallas,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",543b76d4-1d0a-4417-a793-49e6f79d40a1,banderson
1234123412341240,2017-07-19 06:54:34.388+0000,703.87,,Birmingham,Amazon,Shopping,,"{'Home', 'Shopping'}",afe9ca1a-9c28-4481-962d-155f6b528ed3,banderson
1234123412341240,2017-07-18 22:17:19.217+0000,938.80,,Tampa,Target,Shopping,,"{'Home', 'Shopping'}",f5c7ffc8-d1dd-489b-b5b4-32adddf7b337,banderson
1234123412341240,2017-07-18 16:43:11.545+0000,2930.65,,Dallas,Starbucks,Shopping,CANCELLED,"{'Home', 'Shopping'}",248d50d2-fec4-45d5-af31-4519b68ccb1e,banderson
1234123412341240,2017-07-17 21:20:37.107+0000,2085.17,,Dallas,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",f23d68c1-a7c4-4c87-aea7-fb20084312e7,banderson
1234123412341240,2017-07-16 15:13:51.303+0000,1406.23,,Birmingham,Macys,Shopping,,"{'Home', 'Shopping'}",86d5880f-313c-410a-b908-1790159ec03f,banderson
1234123412341240,2017-07-15 20:27:13.196+0000,1639.95,,Tampa,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",82be9e17-6686-4e90-bb96-7e1f899e230a,banderson
1234123412341240,2017-07-15 15:13:47.918+0000,2367.53,,Dallas,Kroger,Shopping,,"{'Home', 'Shopping'}",0ebf006c-72fd-4a2b-8d32-2f0d4954e6be,banderson
1234123412341240,2017-07-15 09:49:39.269+0000,129.63,,Atlanta,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",a8d44a09-9d5d-4556-b7f8-d73efd78b5e2,banderson
1234123412341240,2017-07-13 23:33:25.700+0000,2145.28,,Atlanta,Target,Shopping,,"{'Home', 'Shopping'}",eb64230f-6f04-416f-8046-b6d68d3cfc8c,banderson
1234123412341240,2017-07-13 12:52:50.250+0000,330.97,,Atlanta,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",f7c5e1c5-d835-49cf-8b22-a0673af86d9c,banderson
1234123412341240,2017-07-13 10:41:37.999+0000,214.96,,Birmingham,Amazon,Shopping,,"{'Home', 'Shopping'}",0eba39d8-80e4-4e7e-bfab-67339db508d3,banderson
1234123412341240,2017-07-13 04:37:15.796+0000,36.09,,Tampa,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",54eccd1e-0843-4a1b-b313-6a7907bd3a5b,banderson
1234123412341240,2017-07-13 04:31:30.362+0000,1785.25,,Tampa,Macys,Shopping,,"{'Home', 'Shopping'}",e0d4bd66-6f3d-4fae-9ac6-15cdef7c0076,banderson
1234123412341240,2017-07-12 20:43:21.125+0000,2228.88,,Birmingham,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",5f5a1b21-9d8e-4b4c-9549-741484160c86,banderson
1234123412341240,2017-07-12 14:39:39.753+0000,1410.02,,Atlanta,Kroger,Shopping,,"{'Home', 'Shopping'}",96d5bbe6-c4cc-4a82-8b09-2a134fee4d3c,banderson
1234123412341240,2017-07-12 06:41:06.296+0000,712.52,,Birmingham,Target,Shopping,,"{'Home', 'Shopping'}",41254e16-d6da-4617-a3e0-5d82ea025e27,banderson
1234123412341240,2017-07-10 18:19:57.271+0000,2668.69,,Tampa,Amazon,Shopping,,"{'Home', 'Shopping'}",17d7c136-9390-4334-85d7-a4a6c8ec36d9,banderson
1234123412341240,2017-07-10 06:12:24.696+0000,3125.58,,Birmingham,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",19c15c6c-b2a9-4681-a619-be184d2567e4,banderson
1234123412341240,2017-07-09 16:32:14.304+0000,3854.74,,Tampa,Macys,Shopping,,"{'Home', 'Shopping'}",ad41c0a8-308c-42ca-90bc-4699d1aca54d,banderson
1234123412341240,2017-07-09 13:22:18.622+0000,1146.74,,Dallas,Starbucks,Shopping,,"{'Home', 'Shopping'}",eea759d8-b722-499b-bc7a-46f731a71afe,banderson
1234123412341240,2017-07-09 01:02:41.321+0000,959.56,,Tampa,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",4d7711bf-e490-4769-9e65-f8a223ab192b,banderson
1234123412341240,2017-07-08 10:38:58.681+0000,1464.55,,Dallas,Starbucks,Shopping,,"{'Home', 'Shopping'}",37d5a24e-3ff4-4516-a5cf-be14ca55899f,banderson
1234123412341240,2017-07-08 08:19:58.821+0000,632.44,,Orlando,Macys,Shopping,,"{'Home', 'Shopping'}",01e1de33-a172-4b1f-871c-3b7ae497d67f,banderson
1234123412341240,2017-07-06 17:24:58.392+0000,1820.70,,Atlanta,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",30e5ae9b-4256-4958-b5a4-6312d244e81e,banderson
1234123412341240,2017-07-06 11:54:02.139+0000,2753.76,,Birmingham,Kroger,Shopping,,"{'Home', 'Shopping'}",801461b6-8079-46f6-b738-b2e5fc09f6b3,banderson
1234123412341240,2017-07-05 15:20:02.938+0000,1832.07,,West Palm Beach,Kroger,Shopping,,"{'Home', 'Shopping'}",f2d8f163-945a-48ac-bf10-bb7f4a7fbcb1,banderson
1234123412341240,2017-07-05 01:35:56.038+0000,393.90,,Dallas,Starbucks,Shopping,,"{'Home', 'Shopping'}",fba7dbba-7adf-4428-8756-66fcf0a442e5,banderson
1234123412341240,2017-07-04 17:11:22.572+0000,2431.58,,Atlanta,Amazon,Shopping,CANCELLED,"{'Home', 'Shopping'}",603d219e-0dd6-4195-a3a4-a5f1cdfeff06,banderson
1234123412341240,2017-07-03 09:51:20.384+0000,1104.99,,Tampa,Kroger,Shopping,,"{'Home', 'Shopping'}",dd393e71-aab9-482c-80a8-d6bdbb8267ab,banderson
1234123412341240,2017-07-03 08:22:47.223+0000,167.54,,Atlanta,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",0084435c-28ee-406e-af89-86fef227c81f,banderson
1234123412341240,2017-07-03 07:27:04.345+0000,817.80,,Birmingham,Target,Shopping,,"{'Home', 'Shopping'}",9645dde1-3029-45c6-824b-43be44034432,banderson
1234123412341240,2017-07-03 02:40:03.328+0000,105.98,,Dallas,Macys,Shopping,,"{'Home', 'Shopping'}",39ab43f5-c3ac-4e44-80de-6d5966e27737,banderson
1234123412341240,2017-07-02 23:24:58.193+0000,2203.32,,Dallas,Kroger,Shopping,,"{'Home', 'Shopping'}",e6c94a23-a30d-4730-8f2b-3bb5792dc04e,banderson
1234123412341240,2017-07-02 07:59:41.086+0000,1592.37,,Dallas,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",57a033ec-4d50-424e-ad61-440405aa3d0b,banderson
1234123412341240,2017-07-02 04:02:12.003+0000,2846.23,,Atlanta,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",1a64485e-2904-4776-8fe7-3ac9da8fdf3a,banderson
1234123412341240,2017-07-01 18:00:00.263+0000,1953.76,,Birmingham,Starbucks,Shopping,,"{'Home', 'Shopping'}",c2a356ed-b8e7-4e6d-9c62-fcd517459ad3,banderson
1234123412341240,2017-07-01 16:01:08.765+0000,1374.74,,Orlando,Amazon,Shopping,,"{'Home', 'Shopping'}",6154a6a5-d8c1-4058-acab-0481368ce127,banderson
1234123412341240,2017-07-01 05:52:45.614+0000,1230.15,,Atlanta,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",123376f8-4505-4895-b1e3-04659eced1f7,banderson
1234123412341240,2017-07-01 05:19:50.797+0000,1361.26,,Orlando,Target,Shopping,,"{'Home', 'Shopping'}",564767a7-3388-4429-a617-94b2751d82f3,banderson
1234123412341240,2017-06-30 02:49:22.284+0000,2577.96,,West Palm Beach,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",a69311d5-b355-4a47-bbdc-1d101176f967,banderson
1234123412341240,2017-06-29 16:58:44.214+0000,1819.54,,Tampa,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",dbab1048-554f-4abe-9ed0-6389b4bf88a8,banderson
1234123412341240,2017-06-29 14:43:51.233+0000,1665.67,,Orlando,Amazon,Shopping,,"{'Home', 'Shopping'}",1ce60cb6-452e-4a2d-a26a-c98dc00bece3,banderson
